DATA	COD_ITEM	COD_VENDEDOR	VOLUME_META	RECEITA_META	VOLUME_FATURADO	RECEITA_FATURADO
2/5/2002	RB38	3	9	7920	6	5614
2/5/2002	RB38	6	2	1760	7	7319
2/5/2002	RB38	15	5	4400	2	1868
2/5/2002	RB38	17	13	11440	15	15927
2/5/2002	RB38	29	4	3520	7	7029
2/5/2002	RB38	32	15	13200	15	13306
2/5/2002	RB38	1005	13	11440	13	12821
2/5/2002	RB38	1033	6	5280	14	11252
2/5/2002	RB44	2	11	12650	9	11170
2/5/2002	RB44	14	7	8050	2	2326
2/5/2002	RB44	16	16	18400	7	8754
2/5/2002	RB44	18	9	10350	14	17243
2/5/2002	RB44	24	6	6900	5	4646
2/5/2002	RB44	25	6	6900	12	11040
2/5/2002	RB44	32	14	16100	4	4868
2/5/2002	RB44	1004	6	6900	4	3818
2/5/2002	RB44	1032	13	14950	6	5767
2/5/2002	RC27	4	9	4410	9	5185
2/5/2002	RC27	14	2	980	2	904
2/5/2002	RC27	16	6	2940	4	2040
2/5/2002	RC27	32	25	12250	21	9840
2/5/2002	RC27	1004	12	5880	15	8114
2/5/2002	RC27	1005	11	5390	13	6577
2/5/2002	RC27	1032	12	5880	4	1818
2/5/2002	RC32	1	21	12390	18	10243
2/5/2002	RC32	6	11	6490	4	2211
2/5/2002	RC32	7	3	1770	10	5275
2/5/2002	RC32	9	2	1180	12	6975
2/5/2002	RC32	14	13	7670	9	4611
2/5/2002	RC32	16	10	5900	4	2414
2/5/2002	RC32	23	15	8850	7	4341
2/5/2002	RC32	1033	19	11210	18	12165
3/5/2002	AC08	5	5	2550	7	3136
3/5/2002	AC08	13	27	13770	19	10033
3/5/2002	AC08	17	18	9180	24	11816
3/5/2002	AC08	32	21	10710	17	7827
3/5/2002	AC08	1005	6	3060	11	5505
3/5/2002	AC08	1032	6	3060	2	1101
3/5/2002	AC08	1033	2	1020	9	4584
3/5/2002	FB06	1005	2	1400	7	4330
3/5/2002	FB06	1021	15	10500	8	7031
3/5/2002	FC04	2	7	2100	14	5675
3/5/2002	FC04	3	10	3000	15	4519
3/5/2002	FC04	6	10	3000	7	2896
3/5/2002	FC04	14	3	900	5	1406
3/5/2002	FC04	16	2	600	13	5342
3/5/2002	FC04	29	8	2400	6	1548
3/5/2002	FC04	1007	2	600	6	2292
3/5/2002	FC04	1018	7	2100	12	2942
3/5/2002	FC04	1032	2	600	8	3246
3/5/2002	FC04	1033	1	300	14	3442
3/5/2002	LB08	5	13	11700	12	9428
3/5/2002	LB08	6	7	6300	5	5365
3/5/2002	LB08	7	5	4500	4	4138
3/5/2002	LB08	13	14	12600	7	5414
3/5/2002	LB08	15	13	11700	4	3538
3/5/2002	LB08	24	7	6300	14	15814
3/5/2002	LB08	32	13	11700	8	8171
3/5/2002	LB08	1004	9	8100	9	8491
3/5/2002	LB08	1005	36	32400	31	28956
3/5/2002	LB08	1032	5	4500	5	5440
3/5/2002	LC06	5	3	1920	12	9731
3/5/2002	LC06	6	6	3840	5	3714
3/5/2002	LC06	9	14	8960	13	10658
3/5/2002	LC06	17	2	1280	15	11712
3/5/2002	LC06	29	5	3200	8	6593
3/5/2002	LC06	1016	7	4480	1	766
3/5/2002	LC06	1032	2	1280	4	3283
3/5/2002	RB38	5	11	9680	11	11552
3/5/2002	RB38	7	7	6160	12	11357
3/5/2002	RB38	14	10	8800	3	3193
3/5/2002	RB38	16	3	2640	8	7214
3/5/2002	RB38	18	24	21120	20	18248
3/5/2002	RB38	1032	8	7040	5	4669
3/5/2002	RB44	7	3	3450	13	13858
3/5/2002	RB44	9	4	4600	12	12207
3/5/2002	RB44	13	12	13800	10	9830
3/5/2002	RB44	18	3	3450	6	6703
3/5/2002	RB44	24	8	9200	20	22349
3/5/2002	RB44	25	7	8050	10	11106
3/5/2002	RB44	32	3	3450	15	19825
3/5/2002	RB44	1007	5	5750	3	3957
3/5/2002	RB44	1032	14	16100	5	5277
3/5/2002	RC27	6	14	6860	11	6393
3/5/2002	RC27	9	21	10290	21	9743
3/5/2002	RC27	14	5	2450	4	2032
3/5/2002	RC27	15	18	8820	5	2607
3/5/2002	RC27	18	9	4410	6	2916
3/5/2002	RC27	23	16	7840	17	8115
3/5/2002	RC27	25	10	4900	13	6082
3/5/2002	RC27	1004	9	4410	7	3766
3/5/2002	RC27	1021	13	6370	12	5472
3/5/2002	RC27	1033	17	8330	14	6594
3/5/2002	RC32	1	9	5310	11	6020
3/5/2002	RC32	14	9	5310	7	4583
3/5/2002	RC32	15	11	6490	7	3793
3/5/2002	RC32	16	14	8260	12	8366
3/5/2002	RC32	18	14	8260	8	5206
3/5/2002	RC32	28	5	2950	4	2802
3/5/2002	RC32	1033	9	5310	10	5956
4/5/2002	AC08	1	4	2040	15	7926
4/5/2002	AC08	6	15	7650	10	5353
4/5/2002	AC08	9	5	2550	6	2922
4/5/2002	AC08	14	13	6630	15	8359
4/5/2002	AC08	17	6	3060	14	7259
4/5/2002	AC08	23	15	7650	7	4366
4/5/2002	FB04	13	5	2625	13	5700
4/5/2002	FB04	14	9	4725	6	3208
4/5/2002	FB04	16	4	2100	3	1764
4/5/2002	FB04	24	11	5775	5	2898
4/5/2002	FB04	25	10	5250	2	1099
4/5/2002	FB04	32	17	8925	15	7145
4/5/2002	FB04	1004	2	1050	7	2849
4/5/2002	FB06	13	13	9100	12	10078
4/5/2002	FC04	5	2	600	14	4766
4/5/2002	FC04	7	7	2100	6	2597
4/5/2002	FC04	13	7	2100	10	3137
4/5/2002	FC04	16	22	6600	9	2631
4/5/2002	FC04	23	14	4200	12	3485
4/5/2002	FC04	28	3	900	12	3400
4/5/2002	FC04	29	2	600	14	4320
4/5/2002	FC04	1261	9	2700	3	1100
4/5/2002	LB08	1	11	9900	10	9488
4/5/2002	LB08	7	8	7200	10	8387
4/5/2002	LB08	9	3	2700	14	14002
4/5/2002	LB08	15	2	1800	11	10331
4/5/2002	LB08	16	7	6300	11	11591
4/5/2002	LB08	17	9	8100	15	13793
4/5/2002	LB08	18	8	7200	2	1778
4/5/2002	LB08	28	12	10800	12	12123
4/5/2002	LB08	1000	5	4500	7	6972
4/5/2002	LB08	1004	17	15300	14	13412
4/5/2002	LB08	1007	10	9000	26	24439
4/5/2002	LB08	1032	12	10800	5	4434
4/5/2002	LC06	2	10	6400	9	5181
4/5/2002	LC06	5	14	8960	11	8657
4/5/2002	LC06	6	6	3840	6	4709
4/5/2002	LC06	7	12	7680	12	8178
4/5/2002	LC06	15	2	1280	12	10123
4/5/2002	LC06	16	12	7680	2	1328
4/5/2002	LC06	23	9	5760	13	9339
4/5/2002	LC06	25	15	9600	4	2800
4/5/2002	LC06	28	19	12160	19	13420
4/5/2002	LC06	1005	4	2560	5	2892
4/5/2002	LC06	1032	4	2560	13	8197
4/5/2002	RB38	2	2	1760	6	5482
4/5/2002	RB38	5	5	4400	4	3682
4/5/2002	RB38	6	10	8800	8	6592
4/5/2002	RB38	17	33	29040	27	22579
4/5/2002	RB38	24	6	5280	9	8837
4/5/2002	RB38	25	8	7040	14	13841
4/5/2002	RB38	28	12	10560	14	13373
4/5/2002	RB38	32	3	2640	9	8635
4/5/2002	RB38	1032	6	5280	10	9359
4/5/2002	RB44	6	7	8050	14	17687
4/5/2002	RB44	28	7	8050	2	1830
4/5/2002	RB44	29	5	5750	13	12055
4/5/2002	RB44	1033	3	3450	3	3602
4/5/2002	RC27	1	2	980	2	920
4/5/2002	RC27	5	8	3920	2	967
4/5/2002	RC27	6	3	1470	14	6270
4/5/2002	RC27	7	6	2940	11	5808
4/5/2002	RC27	9	13	6370	7	3197
4/5/2002	RC27	13	14	6860	9	3880
4/5/2002	RC27	29	4	1960	1	550
4/5/2002	RC27	32	10	4900	7	3469
4/5/2002	RC27	1004	10	4900	17	9007
4/5/2002	RC27	1007	9	4410	13	5520
4/5/2002	RC27	1032	10	4900	4	1750
4/5/2002	RC32	2	6	3540	14	8986
4/5/2002	RC32	3	12	7080	9	6035
4/5/2002	RC32	5	5	2950	11	7276
4/5/2002	RC32	13	2	1180	9	4665
4/5/2002	RC32	14	13	7670	13	8831
4/5/2002	RC32	24	7	4130	14	7130
4/5/2002	RC32	29	11	6490	12	7719
4/5/2002	RC32	32	17	10030	20	12196
4/5/2002	RC32	1004	17	10030	15	10801
4/5/2002	RC32	1007	8	4720	12	6023
5/5/2002	AC08	2	5	2550	13	5738
5/5/2002	AC08	3	11	5610	15	8811
5/5/2002	AC08	5	8	4080	2	1184
5/5/2002	AC08	7	14	7140	10	4476
5/5/2002	AC08	13	2	1020	4	2130
5/5/2002	AC08	14	1	510	13	6642
5/5/2002	AC08	15	18	9180	16	8850
5/5/2002	AC08	23	6	3060	29	12410
5/5/2002	AC08	24	13	6630	8	3689
5/5/2002	AC08	25	6	3060	15	9002
5/5/2002	AC08	29	6	3060	11	6215
5/5/2002	AC08	1007	13	6630	6	3261
5/5/2002	AC08	1033	6	3060	8	4102
5/5/2002	FB04	1	4	2100	6	3629
5/5/2002	FB04	18	21	11025	20	10405
5/5/2002	FB06	16	6	4200	6	3849
5/5/2002	FC04	3	6	1800	5	1906
5/5/2002	FC04	5	2	600	12	4310
5/5/2002	FC04	7	15	4500	24	6408
5/5/2002	FC04	14	15	4500	10	2842
5/5/2002	FC04	16	6	1800	13	4022
5/5/2002	FC04	17	5	1500	10	3673
5/5/2002	FC04	23	11	3300	7	1825
5/5/2002	LB08	15	17	15300	18	18419
5/5/2002	LB08	16	6	5400	9	7571
5/5/2002	LB08	18	13	11700	9	7511
5/5/2002	LB08	29	2	1800	5	4765
5/5/2002	LC06	1	13	8320	11	8883
5/5/2002	LC06	7	3	1920	7	4680
5/5/2002	LC06	9	10	6400	7	4146
5/5/2002	LC06	14	4	2560	9	5968
5/5/2002	LC06	18	18	11520	10	6549
5/5/2002	LC06	23	8	5120	23	14805
5/5/2002	LC06	24	14	8960	3	1959
5/5/2002	LC06	1004	1	640	8	6419
5/5/2002	LC06	1007	3	1920	15	12600
5/5/2002	LC06	1032	12	7680	6	4167
5/5/2002	RB38	2	14	12320	10	10387
5/5/2002	RB38	3	4	3520	9	9015
5/5/2002	RB38	9	9	7920	15	13211
5/5/2002	RB38	16	7	6160	10	9880
5/5/2002	RB38	17	10	8800	5	4431
5/5/2002	RB38	18	14	12320	2	2065
5/5/2002	RB38	24	6	5280	15	15487
5/5/2002	RB38	32	16	14080	17	18028
5/5/2002	RB38	1005	3	2640	5	4214
5/5/2002	RB44	5	14	16100	8	8257
5/5/2002	RB44	6	5	5750	8	7704
5/5/2002	RB44	13	6	6900	11	11757
5/5/2002	RB44	17	14	16100	6	6273
5/5/2002	RB44	24	8	9200	11	12697
5/5/2002	RB44	32	10	11500	7	8657
5/5/2002	RB44	1007	13	14950	14	14915
5/5/2002	RC27	3	13	6370	13	7113
5/5/2002	RC27	6	3	1470	5	2468
5/5/2002	RC27	16	14	6860	3	1552
5/5/2002	RC27	18	7	3430	4	1881
5/5/2002	RC27	24	18	8820	10	5107
5/5/2002	RC27	28	7	3430	7	3012
5/5/2002	RC27	29	5	2450	5	2739
5/5/2002	RC27	1005	3	1470	14	7219
5/5/2002	RC27	1007	9	4410	7	3416
5/5/2002	RC32	13	2	1180	7	5232
5/5/2002	RC32	15	10	5900	20	11047
5/5/2002	RC32	16	24	14160	15	9944
5/5/2002	RC32	17	5	2950	2	1473
5/5/2002	RC32	25	16	9440	12	7684
5/5/2002	RC32	29	8	4720	15	9566
5/5/2002	RC32	32	29	17110	17	10178
5/5/2002	RC32	1005	20	11800	10	6720
5/5/2002	RC32	1015	13	7670	15	8843
5/5/2002	RC32	1033	5	2950	2	1462
6/5/2002	AC08	1	11	5610	8	3498
6/5/2002	AC08	2	20	10200	19	10173
6/5/2002	AC08	5	12	6120	25	11703
6/5/2002	AC08	13	11	5610	5	2842
6/5/2002	AC08	16	14	7140	18	9129
6/5/2002	AC08	24	14	7140	8	3881
6/5/2002	AC08	32	11	5610	1	621
6/5/2002	AC08	1005	11	5610	7	3430
6/5/2002	AC08	1007	5	2550	14	6307
6/5/2002	AC08	1015	15	7650	10	4583
6/5/2002	FB04	3	9	4725	10	5160
6/5/2002	FB04	7	6	3150	11	4658
6/5/2002	FB04	14	3	1575	15	7650
6/5/2002	FB04	15	2	1050	7	3823
6/5/2002	FB04	32	6	3150	6	2649
6/5/2002	FB04	1019	8	4200	15	8123
6/5/2002	FB06	17	15	10500	5	4399
6/5/2002	FC04	3	14	4200	8	2334
6/5/2002	FC04	5	9	2700	14	3917
6/5/2002	FC04	6	4	1200	12	3913
6/5/2002	FC04	17	6	1800	7	2396
6/5/2002	FC04	24	12	3600	14	5271
6/5/2002	FC04	1016	15	4500	12	3585
6/5/2002	FC04	1033	12	3600	18	5109
6/5/2002	LB08	14	3	2700	3	2757
6/5/2002	LB08	17	14	12600	2	1926
6/5/2002	LB08	24	2	1800	3	3355
6/5/2002	LB08	25	3	2700	8	8785
6/5/2002	LB08	32	13	11700	7	6336
6/5/2002	LB08	1032	12	10800	1	1041
6/5/2002	LC06	2	14	8960	13	8340
6/5/2002	LC06	3	11	7040	13	10757
6/5/2002	LC06	14	4	2560	11	7982
6/5/2002	LC06	17	12	7680	9	7743
6/5/2002	LC06	23	2	1280	8	4780
6/5/2002	LC06	28	11	7040	3	2114
6/5/2002	LC06	32	11	7040	2	1712
6/5/2002	LC06	1004	6	3840	7	5815
6/5/2002	LC06	1018	6	3840	11	8444
6/5/2002	RB38	2	12	10560	5	4826
6/5/2002	RB38	4	4	3520	2	1964
6/5/2002	RB38	9	3	2640	14	11428
6/5/2002	RB38	14	11	9680	11	11292
6/5/2002	RB38	18	13	11440	12	12028
6/5/2002	RB38	25	20	17600	24	22497
6/5/2002	RB38	29	18	15840	8	7037
6/5/2002	RB38	1004	14	12320	3	3069
6/5/2002	RB38	1007	5	4400	12	10892
6/5/2002	RB44	9	8	9200	10	10411
6/5/2002	RB44	15	6	6900	4	5091
6/5/2002	RB44	16	2	2300	7	7467
6/5/2002	RB44	24	17	19550	19	25118
6/5/2002	RB44	1005	9	10350	4	4364
6/5/2002	RC27	1	8	3920	5	2884
6/5/2002	RC27	2	2	980	8	4530
6/5/2002	RC27	5	2	980	2	936
6/5/2002	RC27	6	18	8820	12	6735
6/5/2002	RC27	17	19	9310	14	7103
6/5/2002	RC27	18	18	8820	12	6230
6/5/2002	RC27	23	26	12740	21	11046
6/5/2002	RC27	1023	8	3920	10	5174
6/5/2002	RC32	2	12	7080	13	8370
6/5/2002	RC32	13	7	4130	10	5027
6/5/2002	RC32	14	12	7080	8	5320
6/5/2002	RC32	17	11	6490	18	11034
6/5/2002	RC32	1264	10	5900	8	5550
7/5/2002	AC08	1	13	6630	8	4196
7/5/2002	AC08	3	6	3060	5	2435
7/5/2002	AC08	5	6	3060	7	3100
7/5/2002	AC08	7	8	4080	2	934
7/5/2002	AC08	18	4	2040	6	3454
7/5/2002	AC08	25	15	7650	12	7103
7/5/2002	AC08	1005	18	9180	5	2631
7/5/2002	FB04	14	13	6825	4	1732
7/5/2002	FB04	24	7	3675	3	1424
7/5/2002	FB04	29	5	2625	11	5353
7/5/2002	FB06	1	5	3500	14	10824
7/5/2002	FB06	2	7	4900	10	7060
7/5/2002	FB06	24	14	9800	8	5115
7/5/2002	FC04	6	10	3000	22	6673
7/5/2002	FC04	7	12	3600	4	1625
7/5/2002	FC04	16	14	4200	6	1766
7/5/2002	FC04	17	15	4500	10	2706
7/5/2002	FC04	23	22	6600	20	6447
7/5/2002	FC04	25	11	3300	7	2057
7/5/2002	FC04	29	4	1200	1	409
7/5/2002	FC04	1032	11	3300	1	324
7/5/2002	FC04	1033	10	3000	6	1857
7/5/2002	LB08	24	12	10800	7	6463
7/5/2002	LB08	25	14	12600	3	2661
7/5/2002	LB08	1032	2	1800	7	7695
7/5/2002	LC06	1	3	1920	5	3710
7/5/2002	LC06	2	3	1920	4	3325
7/5/2002	LC06	3	9	5760	10	7151
7/5/2002	LC06	5	4	2560	7	5845
7/5/2002	LC06	7	36	23040	18	14577
7/5/2002	LC06	14	15	9600	1	678
7/5/2002	LC06	1032	3	1920	14	9540
7/5/2002	RB38	1	8	7040	3	2443
7/5/2002	RB38	2	3	2640	10	7989
7/5/2002	RB38	3	9	7920	13	11434
7/5/2002	RB38	18	13	11440	3	2726
7/5/2002	RB38	23	25	22000	10	8454
7/5/2002	RB38	1005	12	10560	11	10006
7/5/2002	RB38	1007	12	10560	6	4808
7/5/2002	RB38	1032	8	7040	3	3174
7/5/2002	RB38	1033	16	14080	10	8270
7/5/2002	RB44	6	14	16100	26	28620
7/5/2002	RB44	7	7	8050	4	4583
7/5/2002	RB44	14	6	6900	15	15918
7/5/2002	RB44	16	2	2300	10	11421
7/5/2002	RB44	18	26	29900	8	8314
7/5/2002	RB44	25	11	12650	3	3599
7/5/2002	RB44	32	16	18400	25	30337
7/5/2002	RB44	1005	3	3450	12	10815
7/5/2002	RB44	1033	12	13800	2	1975
7/5/2002	RC27	1	15	7350	6	2772
7/5/2002	RC27	3	12	5880	4	2088
7/5/2002	RC27	14	7	3430	14	7154
7/5/2002	RC27	15	3	1470	4	2244
7/5/2002	RC27	17	10	4900	12	5350
7/5/2002	RC27	18	6	2940	13	5795
7/5/2002	RC27	24	21	10290	6	2666
7/5/2002	RC27	28	13	6370	19	9348
7/5/2002	RC27	1015	5	2450	6	3136
7/5/2002	RC27	1033	1	490	6	3228
7/5/2002	RC27	1261	7	3430	12	6013
7/5/2002	RC32	17	7	4130	8	4991
7/5/2002	RC32	23	6	3540	3	2044
7/5/2002	RC32	24	3	1770	4	2636
7/5/2002	RC32	29	11	6490	12	7861
7/5/2002	RC32	1033	6	3540	10	6018
8/5/2002	AC08	3	12	6120	20	11688
8/5/2002	AC08	9	12	6120	5	2769
8/5/2002	AC08	15	11	5610	4	1945
8/5/2002	AC08	16	7	3570	10	4251
8/5/2002	AC08	17	14	7140	7	3782
8/5/2002	AC08	28	15	7650	14	7573
8/5/2002	AC08	29	9	4590	10	4365
8/5/2002	AC08	1033	41	20910	28	15184
8/5/2002	FB04	3	30	15750	13	6085
8/5/2002	FB04	7	2	1050	9	4497
8/5/2002	FB04	16	9	4725	10	4031
8/5/2002	FB04	18	14	7350	21	9577
8/5/2002	FB06	1	12	8400	14	11298
8/5/2002	FC04	2	8	2400	10	3070
8/5/2002	FC04	3	5	1500	9	3252
8/5/2002	FC04	17	11	3300	14	5397
8/5/2002	FC04	18	12	3600	19	7379
8/5/2002	FC04	23	4	1200	10	3806
8/5/2002	FC04	25	14	4200	7	2341
8/5/2002	FC04	29	3	900	3	1175
8/5/2002	FC04	32	15	4500	5	1965
8/5/2002	FC04	1000	7	2100	13	3621
8/5/2002	FC04	1004	5	1500	5	1581
8/5/2002	FC04	1005	1	300	2	705
8/5/2002	FC04	1021	6	1800	5	2131
8/5/2002	LB08	2	6	5400	3	2819
8/5/2002	LB08	13	7	6300	9	7526
8/5/2002	LB08	15	10	9000	4	3856
8/5/2002	LB08	16	13	11700	10	10788
8/5/2002	LB08	18	7	6300	15	12815
8/5/2002	LB08	23	15	13500	12	13766
8/5/2002	LB08	25	20	18000	14	14293
8/5/2002	LB08	28	11	9900	3	2378
8/5/2002	LB08	1004	12	10800	13	14862
8/5/2002	LB08	1005	5	4500	3	3204
8/5/2002	LC06	1	8	5120	14	9308
8/5/2002	LC06	14	4	2560	3	2308
8/5/2002	LC06	16	4	2560	5	3693
8/5/2002	LC06	23	2	1280	12	7928
8/5/2002	LC06	25	15	9600	10	6740
8/5/2002	LC06	1004	10	6400	2	1321
8/5/2002	LC06	1007	5	3200	11	8477
8/5/2002	LC06	1021	10	6400	6	4287
8/5/2002	RB38	2	7	6160	4	4150
8/5/2002	RB38	14	7	6160	4	3984
8/5/2002	RB38	17	13	11440	24	22792
8/5/2002	RB38	1007	10	8800	15	15406
8/5/2002	RB38	1032	10	8800	8	7408
8/5/2002	RB38	1033	3	2640	2	1687
8/5/2002	RB44	3	19	21850	6	6867
8/5/2002	RB44	5	5	5750	11	11854
8/5/2002	RB44	9	9	10350	5	5365
8/5/2002	RB44	28	2	2300	3	2735
8/5/2002	RB44	32	14	16100	23	27901
8/5/2002	RB44	1004	2	2300	7	7256
8/5/2002	RC27	3	40	19600	29	14280
8/5/2002	RC27	6	3	1470	6	3015
8/5/2002	RC27	7	12	5880	3	1742
8/5/2002	RC27	9	6	2940	9	3875
8/5/2002	RC27	18	12	5880	2	1167
8/5/2002	RC27	1004	11	5390	15	7409
8/5/2002	RC27	1007	7	3430	12	6201
8/5/2002	RC27	1032	4	1960	10	4362
8/5/2002	RC32	5	5	2950	3	1644
8/5/2002	RC32	13	7	4130	1	613
8/5/2002	RC32	14	8	4720	2	1258
8/5/2002	RC32	17	4	2360	12	7684
8/5/2002	RC32	1004	9	5310	9	6123
8/5/2002	RC32	1005	10	5900	14	8196
9/5/2002	AC08	2	8	4080	12	5169
9/5/2002	AC08	7	10	5100	14	6318
9/5/2002	AC08	13	12	6120	2	984
9/5/2002	AC08	25	26	13260	13	6949
9/5/2002	AC08	28	14	7140	6	3605
9/5/2002	AC08	29	3	1530	12	5103
9/5/2002	AC08	32	12	6120	13	6214
9/5/2002	AC08	1004	7	3570	4	2320
9/5/2002	AC08	1007	2	1020	5	2174
9/5/2002	AC08	1020	14	7140	2	1043
9/5/2002	AC08	1032	12	6120	7	3387
9/5/2002	FB04	1	11	5775	15	8319
9/5/2002	FB04	6	13	6825	15	6156
9/5/2002	FB04	13	4	2100	15	7931
9/5/2002	FB04	16	16	8400	30	14510
9/5/2002	FB04	29	13	6825	14	7908
9/5/2002	FB04	1004	6	3150	11	4872
9/5/2002	FB04	1007	5	2625	14	7531
9/5/2002	FB04	1032	3	1575	12	5846
9/5/2002	FB06	3	12	8400	9	6597
9/5/2002	FB06	7	8	5600	15	13208
9/5/2002	FB06	18	8	5600	12	7823
9/5/2002	FB06	29	14	9800	10	7992
9/5/2002	FB06	1032	5	3500	6	3727
9/5/2002	FC04	5	3	900	13	5226
9/5/2002	FC04	6	14	4200	4	1171
9/5/2002	FC04	7	18	5400	23	7742
9/5/2002	FC04	9	12	3600	11	4278
9/5/2002	FC04	16	17	5100	22	7685
9/5/2002	FC04	24	12	3600	5	1868
9/5/2002	FC04	28	12	3600	9	2515
9/5/2002	FC04	32	6	1800	6	2404
9/5/2002	FC04	1033	12	3600	8	3009
9/5/2002	LB08	2	4	3600	9	10298
9/5/2002	LB08	3	3	2700	2	2045
9/5/2002	LB08	13	13	11700	4	3113
9/5/2002	LB08	15	10	9000	7	6417
9/5/2002	LB08	17	14	12600	13	14003
9/5/2002	LB08	18	14	12600	4	4219
9/5/2002	LB08	28	7	6300	6	5253
9/5/2002	LB08	1004	13	11700	15	15560
9/5/2002	LB08	1033	3	2700	3	3133
9/5/2002	LC06	1	6	3840	14	10326
9/5/2002	LC06	2	13	8320	5	3628
9/5/2002	LC06	5	13	8320	12	9139
9/5/2002	LC06	14	3	1920	7	4682
9/5/2002	LC06	23	3	1920	10	8072
9/5/2002	LC06	28	3	1920	11	8953
9/5/2002	LC06	1007	13	8320	14	8794
9/5/2002	LC06	1033	14	8960	12	8257
9/5/2002	RB38	6	14	12320	5	5267
9/5/2002	RB38	7	20	17600	19	16089
9/5/2002	RB38	13	12	10560	12	10184
9/5/2002	RB38	14	12	10560	3	2587
9/5/2002	RB38	17	14	12320	11	8817
9/5/2002	RB38	18	21	18480	20	20812
9/5/2002	RB38	23	14	12320	13	13674
9/5/2002	RB38	1032	20	17600	17	14793
9/5/2002	RB44	3	10	11500	1	1155
9/5/2002	RB44	5	4	4600	9	9924
9/5/2002	RB44	6	11	12650	2	2139
9/5/2002	RB44	18	7	8050	10	11932
9/5/2002	RB44	24	8	9200	15	17689
9/5/2002	RB44	28	14	16100	2	2247
9/5/2002	RC27	2	2	980	8	3713
9/5/2002	RC27	3	19	9310	19	8819
9/5/2002	RC27	7	15	7350	3	1705
9/5/2002	RC27	25	9	4410	18	8201
9/5/2002	RC27	28	7	3430	10	4702
9/5/2002	RC27	29	12	5880	10	5161
9/5/2002	RC27	1007	6	2940	2	973
9/5/2002	RC32	9	9	5310	3	1538
9/5/2002	RC32	13	9	5310	13	8959
9/5/2002	RC32	23	5	2950	5	3612
9/5/2002	RC32	24	14	8260	8	5519
9/5/2002	RC32	28	15	8850	9	6327
10/5/2002	AC08	4	9	4590	13	5595
10/5/2002	AC08	6	3	1530	2	889
10/5/2002	AC08	7	10	5100	12	6276
10/5/2002	AC08	9	22	11220	19	9372
10/5/2002	AC08	14	11	5610	17	8113
10/5/2002	AC08	18	10	5100	14	7905
10/5/2002	AC08	24	12	6120	7	3991
10/5/2002	AC08	25	4	2040	14	6490
10/5/2002	AC08	1007	9	4590	11	6638
10/5/2002	AC08	1033	15	7650	7	3567
10/5/2002	FB04	6	3	1575	13	6324
10/5/2002	FB04	7	14	7350	1	428
10/5/2002	FB04	25	6	3150	3	1631
10/5/2002	FB04	29	7	3675	15	8481
10/5/2002	FB04	1007	12	6300	8	3954
10/5/2002	FB04	1032	2	1050	7	4108
10/5/2002	FB04	1033	5	2625	6	2759
10/5/2002	FB06	14	14	9800	12	9373
10/5/2002	FB06	16	10	7000	10	8867
10/5/2002	FB06	18	16	11200	4	3032
10/5/2002	FB06	1004	8	5600	7	4461
10/5/2002	FC04	3	2	600	7	1980
10/5/2002	FC04	5	7	2100	15	6029
10/5/2002	FC04	16	10	3000	16	5289
10/5/2002	FC04	25	13	3900	5	2078
10/5/2002	FC04	28	5	1500	12	4377
10/5/2002	FC04	1032	18	5400	22	6079
10/5/2002	FC04	1033	4	1200	10	3319
10/5/2002	LB08	1	5	4500	1	853
10/5/2002	LB08	2	3	2700	3	3327
10/5/2002	LB08	5	10	9000	13	12478
10/5/2002	LB08	9	10	9000	10	11123
10/5/2002	LB08	13	6	5400	3	2276
10/5/2002	LB08	24	7	6300	7	5732
10/5/2002	LB08	28	2	1800	8	7857
10/5/2002	LB08	29	2	1800	6	6598
10/5/2002	LB08	32	13	11700	13	10494
10/5/2002	LB08	1028	6	5400	11	9333
10/5/2002	LB08	1032	10	9000	10	9858
10/5/2002	LB08	1033	2	1800	7	6670
10/5/2002	LC06	2	12	7680	7	4914
10/5/2002	LC06	6	14	8960	13	9807
10/5/2002	LC06	15	5	3200	2	1254
10/5/2002	LC06	17	1	640	15	10784
10/5/2002	RB38	1	10	8800	10	9825
10/5/2002	RB38	2	11	9680	5	4554
10/5/2002	RB38	3	14	12320	8	8252
10/5/2002	RB38	5	11	9680	10	9791
10/5/2002	RB38	6	4	3520	1	873
10/5/2002	RB38	7	14	12320	9	8565
10/5/2002	RB38	15	11	9680	15	15663
10/5/2002	RB38	16	7	6160	4	3651
10/5/2002	RB38	18	13	11440	9	7584
10/5/2002	RB38	23	5	4400	8	6392
10/5/2002	RB38	28	7	6160	11	9443
10/5/2002	RB38	29	21	18480	6	5631
10/5/2002	RB38	32	4	3520	3	3174
10/5/2002	RB38	1004	6	5280	15	15239
10/5/2002	RB38	1005	9	7920	1	1030
10/5/2002	RB38	1007	6	5280	9	8258
10/5/2002	RB38	1032	26	22880	12	12292
10/5/2002	RB38	1033	7	6160	11	10264
10/5/2002	RB44	5	10	11500	2	2448
10/5/2002	RB44	7	6	6900	15	19533
10/5/2002	RB44	13	12	13800	11	13693
10/5/2002	RB44	18	3	3450	8	9574
10/5/2002	RB44	29	6	6900	11	13681
10/5/2002	RB44	32	12	13800	5	5201
10/5/2002	RB44	1004	15	17250	13	16461
10/5/2002	RB44	1007	14	16100	12	12423
10/5/2002	RB44	1032	8	9200	14	13357
10/5/2002	RB44	1033	6	6900	11	10893
10/5/2002	RC27	6	13	6370	7	2958
